page	status	article	images	note	date
05_Laws-and-Results/Stefans-Law.md	added	Stefan–Boltzmann law	_attachments/05_Laws-and-Results/Stefans-Law--wiki-stefan-boltzmann-001.svg,_attachments/05_Laws-and-Results/Stefans-Law--wiki-blackbody-peak-wavelength-exitance-vs-te.svg,_attachments/05_Laws-and-Results/Stefans-Law--wiki-stefan-boltzmann-law.png		2026-05-20
05_Laws-and-Results/Wave-Speed-Equation.md	added	Wave equation	_attachments/05_Laws-and-Results/Wave-Speed-Equation--wiki-1d-wave-equation-animation.gif,_attachments/05_Laws-and-Results/Wave-Speed-Equation--wiki-2d-wave-function-resize.gif,_attachments/05_Laws-and-Results/Wave-Speed-Equation--wiki-leonhard-euler-2.jpg		2026-05-20
05_Laws-and-Results/Wiens-Displacement-Law.md	added	Wien's displacement law	_attachments/05_Laws-and-Results/Wiens-Displacement-Law--wiki-wiens-law.svg,_attachments/05_Laws-and-Results/Wiens-Displacement-Law--wiki-230617t161650planckparam6000.svg,_attachments/05_Laws-and-Results/Wiens-Displacement-Law--wiki-blacksmith-at-work02.jpg		2026-05-20
06_Models/Bohr-Model.md	added	Bohr model	_attachments/06_Models/Bohr-Model--wiki-bohr-atom-model.svg,_attachments/06_Models/Bohr-Model--wiki-blausen-0342-electronenergylevels.png,_attachments/06_Models/Bohr-Model--wiki-bohr-atom-model.svg		2026-05-20
06_Models/Constant-Acceleration-Model.md	added	Acceleration	_attachments/06_Models/Constant-Acceleration-Model--wiki-gravity-gravita-grave.gif,_attachments/06_Models/Constant-Acceleration-Model--wiki-1-d-kinematics.svg,_attachments/06_Models/Constant-Acceleration-Model--wiki-acceleration-as-derivative-of-velocity-a.svg		2026-05-20
06_Models/Free-Body-Model.md	added	Free body diagram	_attachments/06_Models/Free-Body-Model--wiki-free-body-diagram2.svg,_attachments/06_Models/Free-Body-Model--wiki-free-body-diagram2.svg,_attachments/06_Models/Free-Body-Model--wiki-kinetic-diagram-of-inclined-block.svg		2026-05-20
06_Models/Ideal-Gas-Model.md	added	Ideal gas	_attachments/06_Models/Ideal-Gas-Model--wiki-carnot-heat-engine-2.svg,_attachments/06_Models/Ideal-Gas-Model--wiki-carnot-heat-engine-2.svg,_attachments/06_Models/Ideal-Gas-Model--wiki-ideal-gas-law-relationships.svg		2026-05-20
06_Models/Ideal-Spring-Model.md	added	Spring (device)	_attachments/06_Models/Ideal-Spring-Model--wiki-alarm-clock-balance-wheel.jpg,_attachments/06_Models/Ideal-Spring-Model--wiki-bogenfedern-und-bogenfedersysteme.jpg,_attachments/06_Models/Ideal-Spring-Model--wiki-different-types-of-mechanical-stress-en.svg		2026-05-20
06_Models/Nuclear-Model.md	added	Atomic nucleus	_attachments/06_Models/Nuclear-Model--wiki-nucleus-drawing.svg,_attachments/06_Models/Nuclear-Model--wiki-helium-atom-qm.svg,_attachments/06_Models/Nuclear-Model--wiki-nuclearreaction.svg		2026-05-20
06_Models/Photon-Model.md	added	Photon	_attachments/06_Models/Photon-Model--wiki-bohr-atom-par.svg,_attachments/06_Models/Photon-Model--wiki-bohr-atom-model.svg,_attachments/06_Models/Photon-Model--wiki-electron-scattering.svg		2026-05-20
06_Models/Point-Mass-Model.md	added	Point particle	_attachments/06_Models/Point-Mass-Model--wiki-collage-of-point-particles.png,_attachments/06_Models/Point-Mass-Model--wiki-collage-of-point-particles.png,_attachments/06_Models/Point-Mass-Model--wiki-quark-structure-proton.svg		2026-05-20
06_Models/Potential-Divider-Model.md	added	Voltage divider	_attachments/06_Models/Potential-Divider-Model--wiki-highvoltagedividerprobe.jpg		2026-05-20
06_Models/Projectile-Motion-Model.md	added	Projectile motion	_attachments/06_Models/Projectile-Motion-Model--wiki-parabolicwatertrajectory.jpg,_attachments/06_Models/Projectile-Motion-Model--wiki-ballistic-trajectories-planet2.svg,_attachments/06_Models/Projectile-Motion-Model--wiki-ballistic-trajectories.svg		2026-05-20
06_Models/Ray-Model-of-Light.md	added	Geometrical optics	_attachments/06_Models/Ray-Model-of-Light--wiki-2015-05-25-0820incoming-parallel-rays-ar.png,_attachments/06_Models/Ray-Model-of-Light--wiki-2015-05-25-0836with-concave-lenses-incom.png,_attachments/06_Models/Ray-Model-of-Light--wiki-lens3b.svg		2026-05-20
06_Models/Rigid-Body-Model.md	added	Rigid body	_attachments/06_Models/Rigid-Body-Model--wiki-flight-dynamics-with-text.svg,_attachments/06_Models/Rigid-Body-Model--wiki-flight-dynamics-with-text.svg,_attachments/06_Models/Rigid-Body-Model--wiki-stylised-atom-with-three-bohr-model-orbi.svg		2026-05-20
06_Models/Simple-Harmonic-Oscillator.md	added	Simple harmonic motion	_attachments/06_Models/Simple-Harmonic-Oscillator--wiki-simple-harmonic-motion-orbit.gif,_attachments/06_Models/Simple-Harmonic-Oscillator--wiki-scotch-yoke-animation.gif,_attachments/06_Models/Simple-Harmonic-Oscillator--wiki-simple-harmonic-motion-orbit.gif		2026-05-20
07_Methods/Analysing-Capacitor-Charge-and-Discharge.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Analysing-Circuit-Diagrams.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Analysing-Wave-Superposition.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Applying-Conservation-of-Energy.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Applying-Conservation-of-Momentum.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Applying-Faradays-Law.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Applying-Newton-Second-Law.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Applying-Snell-Law.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Applying-the-Ideal-Gas-Equation.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Calculating-Binding-Energy-and-Energy-Release.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Calculating-Percentage-Difference.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Calculating-Percentage-Uncertainty.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Combining-Uncertainties.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Differential-Equations.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Differentiation.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Drawing-Free-Body-Diagrams.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Estimating-Uncertainty-from-Apparatus.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Finding-Area-Under-a-Graph.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Finding-Gradient-from-a-Graph.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Integration.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Linearising-a-Graph.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Resolving-Forces.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Resolving-Vectors.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Significant-Figures-in-Measurements.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Solving-Circular-Motion-Problems.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Solving-SHM-Problems.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Trigonometry.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Using-Keplers-Third-Law.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Using-Kirchhoffs-Laws.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Using-Potential-Dividers.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Using-SUVAT-Equations.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Using-Uncertainty-Propagation.md	skip-type	-	-	type=method	2026-05-20
07_Methods/Using-the-Photoelectric-Equation.md	skip-type	-	-	type=method	2026-05-20
08_Representations/Acceleration-Time-Graph.md	added	Acceleration	_attachments/08_Representations/Acceleration-Time-Graph--wiki-gravity-gravita-grave.gif,_attachments/08_Representations/Acceleration-Time-Graph--wiki-1-d-kinematics.svg,_attachments/08_Representations/Acceleration-Time-Graph--wiki-acceleration-as-derivative-of-velocity-a.svg		2026-05-20
08_Representations/Capacitor-Discharge-Graph.md	added	Ceramic capacitor	_attachments/08_Representations/Capacitor-Discharge-Graph--wiki-electronic-component-ceramic-capacitor.jpg,_attachments/08_Representations/Capacitor-Discharge-Graph--wiki-cpu-beschaltung-mit-mlcc-p1040239-d.jpg,_attachments/08_Representations/Capacitor-Discharge-Graph--wiki-capacitors-x2y.jpg		2026-05-20
08_Representations/Circuit-Diagram.md	added	Circuit diagram	_attachments/08_Representations/Circuit-Diagram--wiki-circuit-diagram-pictorial-and-schematic.png,_attachments/08_Representations/Circuit-Diagram--wiki-4-bit-counter.svg,_attachments/08_Representations/Circuit-Diagram--wiki-circuit-diagram-pictorial-and-schematic.png		2026-05-20
08_Representations/Displacement-Time-Graph.md	added	De Bruijn graph	_attachments/08_Representations/Displacement-Time-Graph--wiki-debruijn-3-2.svg,_attachments/08_Representations/Displacement-Time-Graph--wiki-debruijn-as-line-digraph.svg,_attachments/08_Representations/Displacement-Time-Graph--wiki-de-bruijn-binary-graph.svg		2026-05-20
08_Representations/Electric-Field-Line-Diagram.md	added	Field line	_attachments/08_Representations/Electric-Field-Line-Diagram--wiki-electric-field-lines.svg,_attachments/08_Representations/Electric-Field-Line-Diagram--wiki-camposcargas.svg,_attachments/08_Representations/Electric-Field-Line-Diagram--wiki-electric-field-lines.svg		2026-05-20
08_Representations/Free-Body-Diagram.md	added	Free body diagram	_attachments/08_Representations/Free-Body-Diagram--wiki-free-body-diagram2.svg,_attachments/08_Representations/Free-Body-Diagram--wiki-free-body-diagram2.svg,_attachments/08_Representations/Free-Body-Diagram--wiki-kinetic-diagram-of-inclined-block.svg		2026-05-20
08_Representations/Gravitational-Field-Line-Diagram.md	added	Field line	_attachments/08_Representations/Gravitational-Field-Line-Diagram--wiki-electric-field-lines.svg,_attachments/08_Representations/Gravitational-Field-Line-Diagram--wiki-camposcargas.svg,_attachments/08_Representations/Gravitational-Field-Line-Diagram--wiki-electric-field-lines.svg		2026-05-20
08_Representations/Hertzsprung-Russell-Diagram.md	added	Hertzsprung–Russell diagram	_attachments/08_Representations/Hertzsprung-Russell-Diagram--wiki-hrdiagram.png,_attachments/08_Representations/Hertzsprung-Russell-Diagram--wiki-crab-nebula.jpg,_attachments/08_Representations/Hertzsprung-Russell-Diagram--wiki-earth-moon.jpg		2026-05-20
08_Representations/IV-Characteristic.md	added	Current–voltage characteristic	_attachments/08_Representations/IV-Characteristic--wiki-fourivcurves.svg,_attachments/08_Representations/IV-Characteristic--wiki-gunn-diode-iv-curve.svg,_attachments/08_Representations/IV-Characteristic--wiki-ivsv-mosfet.svg		2026-05-20
08_Representations/Magnetic-Field-Line-Diagram.md	added	Field line	_attachments/08_Representations/Magnetic-Field-Line-Diagram--wiki-electric-field-lines.svg,_attachments/08_Representations/Magnetic-Field-Line-Diagram--wiki-camposcargas.svg,_attachments/08_Representations/Magnetic-Field-Line-Diagram--wiki-electric-field-lines.svg		2026-05-20
08_Representations/Nuclear-Decay-Graph.md	added	Beta decay	_attachments/08_Representations/Nuclear-Decay-Graph--wiki-beta-negative-decay.svg,_attachments/08_Representations/Nuclear-Decay-Graph--wiki-beta-spectrum-of-rae.jpg,_attachments/08_Representations/Nuclear-Decay-Graph--wiki-electron-capture.svg		2026-05-20
08_Representations/Ray-Diagram.md	added	Hertzsprung–Russell diagram	_attachments/08_Representations/Ray-Diagram--wiki-hrdiagram.png,_attachments/08_Representations/Ray-Diagram--wiki-crab-nebula.jpg,_attachments/08_Representations/Ray-Diagram--wiki-earth-moon.jpg		2026-05-20
08_Representations/Results-Table.md	added	Table (information)	_attachments/08_Representations/Results-Table--wiki-table-sample-appearance-default-params-v.gif,_attachments/08_Representations/Results-Table--wiki-bernegger-manuale-136.jpg,_attachments/08_Representations/Results-Table--wiki-bernegger-manuale-137.jpg		2026-05-20
08_Representations/Standing-Wave-Diagram.md	added	Standing wave ratio	_attachments/08_Representations/Standing-Wave-Diagram--wiki-swr-verlauf-an-der-7mhz-hb9xbg-antenne.jpg,_attachments/08_Representations/Standing-Wave-Diagram--wiki-swr-verlauf-an-der-7mhz-hb9xbg-antenne.jpg,_attachments/08_Representations/Standing-Wave-Diagram--wiki-slotted-line.png		2026-05-20
08_Representations/Stress-Strain-Graph.md	added	Stress–strain curve	_attachments/08_Representations/Stress-Strain-Graph--wiki-stress-strain-ductile.svg,_attachments/08_Representations/Stress-Strain-Graph--wiki-stress-strain-comparison-brittle-ductile.svg,_attachments/08_Representations/Stress-Strain-Graph--wiki-stress-strain-ductile.svg		2026-05-20
08_Representations/Vector-Triangle.md	added	Triangle inequality	_attachments/08_Representations/Vector-Triangle--wiki-triangleinequality.svg,_attachments/08_Representations/Vector-Triangle--wiki-euclid-triangle-inequality.svg,_attachments/08_Representations/Vector-Triangle--wiki-isosceles-triangle-made-of-right-triangl.svg		2026-05-20
08_Representations/Velocity-Time-Graph.md	added	Motion graphs and derivatives	_attachments/08_Representations/Velocity-Time-Graph--wiki-acceleration.svg,_attachments/08_Representations/Velocity-Time-Graph--wiki-velocity-vs-time-graph.svg		2026-05-20
08_Representations/Wavefront-Diagram.md	added	Feynman diagram	_attachments/08_Representations/Wavefront-Diagram--wiki-feynman-diagram-gluon-radiation.svg,_attachments/08_Representations/Wavefront-Diagram--wiki-feynman-diagram-ee-scattering.png,_attachments/08_Representations/Wavefront-Diagram--wiki-feynman-diagram-gluon-radiation.svg		2026-05-20
09_Experiments-and-Practicals/Apparatus-and-Techniques/Using-Light-Gates.md	added	Light-emitting diode	_attachments/09_Experiments-and-Practicals/Using-Light-Gates--wiki-rbg-led.jpg,_attachments/09_Experiments-and-Practicals/Using-Light-Gates--wiki-1-watt-9-volt-smd-led.jpg,_attachments/09_Experiments-and-Practicals/Using-Light-Gates--wiki-2007-07-24-high-power-light-emitting-dio.jpg		2026-05-20
09_Experiments-and-Practicals/Apparatus-and-Techniques/Using-Vernier-Calipers.md	added	Calipers	_attachments/09_Experiments-and-Practicals/Using-Vernier-Calipers--wiki-caliper-detail-view.jpeg,_attachments/09_Experiments-and-Practicals/Using-Vernier-Calipers--wiki-2020-suwmiarka-cyfrowa.jpg,_attachments/09_Experiments-and-Practicals/Using-Vernier-Calipers--wiki-abbe-error.svg		2026-05-20
09_Experiments-and-Practicals/Apparatus-and-Techniques/Using-a-Micrometer.md	added	Micrometer (device)	_attachments/09_Experiments-and-Practicals/Using-a-Micrometer--wiki-micrometers.jpg,_attachments/09_Experiments-and-Practicals/Using-a-Micrometer--wiki-276inch-micrometer.jpg,_attachments/09_Experiments-and-Practicals/Using-a-Micrometer--wiki-5783metric-micrometer.jpg		2026-05-20
09_Experiments-and-Practicals/Graph-Analysis/Using-Gradient.md	added	Slope	_attachments/09_Experiments-and-Practicals/Using-Gradient--wiki-wiki-slope-in-2d.svg,_attachments/09_Experiments-and-Practicals/Using-Gradient--wiki-gradient-of-a-line-in-coordinates-from-1.gif,_attachments/09_Experiments-and-Practicals/Using-Gradient--wiki-missing-square-puzzle.svg		2026-05-20
09_Experiments-and-Practicals/Graph-Analysis/Using-Intercept.md	added	Y-intercept	_attachments/09_Experiments-and-Practicals/Using-Intercept--wiki-y-intercept.svg,_attachments/09_Experiments-and-Practicals/Using-Intercept--wiki-e-to-the-i-pi.svg		2026-05-20
09_Experiments-and-Practicals/Required-Practicals/Determining-Internal-Resistance.md	added	French Resistance	_attachments/09_Experiments-and-Practicals/Determining-Internal-Resistance--wiki-members-of-the-maquis-in-la-tresorerie.jpg,_attachments/09_Experiments-and-Practicals/Determining-Internal-Resistance--wiki-nicole-a-french-partisan-who-captured-25.jpg,_attachments/09_Experiments-and-Practicals/Determining-Internal-Resistance--wiki-1944-french-propaganda-poster-1939-1944.jpg		2026-05-20
09_Experiments-and-Practicals/Required-Practicals/Investigating-Diffraction-with-a-Grating.md	added	Diffraction	_attachments/09_Experiments-and-Practicals/Investigating-Diffraction-with-a-Grating--wiki-laser-interference.jpg,_attachments/09_Experiments-and-Practicals/Investigating-Diffraction-with-a-Grating--wiki-airy-pattern.svg,_attachments/09_Experiments-and-Practicals/Investigating-Diffraction-with-a-Grating--wiki-blue-laser-single-slit-diffraction-photo.jpg		2026-05-20
09_Experiments-and-Practicals/Required-Practicals/Investigating-Electromagnetic-Induction.md	added	History of electromagnetic theory	_attachments/09_Experiments-and-Practicals/Investigating-Electromagnetic-Induction--wiki-vfpt-solenoid-correct2.svg,_attachments/09_Experiments-and-Practicals/Investigating-Electromagnetic-Induction--wiki-1870s-joseph-henry-1797-1878-american-ph.jpg,_attachments/09_Experiments-and-Practicals/Investigating-Electromagnetic-Induction--wiki-alessandro-volta.jpeg		2026-05-20
09_Experiments-and-Practicals/Required-Practicals/Investigating-Photoelectric-Effect.md	added	Photoelectric effect	_attachments/09_Experiments-and-Practicals/Investigating-Photoelectric-Effect--wiki-photoelectric-effect-in-a-solid-diagram.svg,_attachments/09_Experiments-and-Practicals/Investigating-Photoelectric-Effect--wiki-arpes-setup-ultraviolet-source-sample-ho.svg,_attachments/09_Experiments-and-Practicals/Investigating-Photoelectric-Effect--wiki-dominant-photon-matter-interaction.svg		2026-05-20
09_Experiments-and-Practicals/Required-Practicals/Investigating-Simple-Harmonic-Motion.md	added	Quantum harmonic oscillator	_attachments/09_Experiments-and-Practicals/Investigating-Simple-Harmonic-Motion--wiki-quantumharmonicoscillatoranimation.gif,_attachments/09_Experiments-and-Practicals/Investigating-Simple-Harmonic-Motion--wiki-2d-spherical-harmonic-orbitals.png,_attachments/09_Experiments-and-Practicals/Investigating-Simple-Harmonic-Motion--wiki-aufenthaltswahrscheinlichkeit-harmonisch.png		2026-05-20
09_Experiments-and-Practicals/Required-Practicals/Investigating-Stationary-Waves.md	added	Melde's experiment	_attachments/09_Experiments-and-Practicals/Investigating-Stationary-Waves--wiki-melde-experiment-graphic.png,_attachments/09_Experiments-and-Practicals/Investigating-Stationary-Waves--wiki-james-clerk-maxwell-1.jpg,_attachments/09_Experiments-and-Practicals/Investigating-Stationary-Waves--wiki-standing-wave.gif		2026-05-20
09_Experiments-and-Practicals/Required-Practicals/Measuring-Acceleration-Due-to-Gravity.md	added	Gravity of Earth	_attachments/09_Experiments-and-Practicals/Measuring-Acceleration-Due-to-Gravity--wiki-gravity-anomalies-on-earth.jpg,_attachments/09_Experiments-and-Practicals/Measuring-Acceleration-Due-to-Gravity--wiki-earth-g-force.png,_attachments/09_Experiments-and-Practicals/Measuring-Acceleration-Due-to-Gravity--wiki-earthgravityprem.svg		2026-05-20
09_Experiments-and-Practicals/Required-Practicals/Measuring-Specific-Heat-Capacity.md	added	Specific heat capacity	_attachments/09_Experiments-and-Practicals/Measuring-Specific-Heat-Capacity--wiki-carnot-heat-engine-2.svg,_attachments/09_Experiments-and-Practicals/Measuring-Specific-Heat-Capacity--wiki-black-joseph-cropped.jpg,_attachments/09_Experiments-and-Practicals/Measuring-Specific-Heat-Capacity--wiki-carnot-heat-engine-2.svg		2026-05-20
09_Experiments-and-Practicals/Required-Practicals/Measuring-Young-Modulus.md	added	Young's modulus	_attachments/09_Experiments-and-Practicals/Measuring-Young-Modulus--wiki-stress-strain-ductile.svg,_attachments/09_Experiments-and-Practicals/Measuring-Young-Modulus--wiki-spidergraph-youngmod.gif,_attachments/09_Experiments-and-Practicals/Measuring-Young-Modulus--wiki-stress-strain-ductile.svg		2026-05-20
09_Experiments-and-Practicals/Required-Practicals/Measuring-the-Planck-Constant.md	added	Planck constant	_attachments/09_Experiments-and-Practicals/Measuring-the-Planck-Constant--wiki-black-body.svg,_attachments/09_Experiments-and-Practicals/Measuring-the-Planck-Constant--wiki-bohr-atom-model.svg,_attachments/09_Experiments-and-Practicals/Measuring-the-Planck-Constant--wiki-max-planck-wirkungsquantums-20050815.jpg		2026-05-20
09_Experiments-and-Practicals/Required-Practicals/Modelling-Radioactive-Decay.md	added	Decay chain	_attachments/09_Experiments-and-Practicals/Modelling-Radioactive-Decay--wiki-nuclearreaction.svg,_attachments/09_Experiments-and-Practicals/Modelling-Radioactive-Decay--wiki-decaychain241pu-eng.svg,_attachments/09_Experiments-and-Practicals/Modelling-Radioactive-Decay--wiki-decay-chain4n1-neptunium-series.svg		2026-05-20
10_Applications/Banked-Tracks-and-Centrifuges.md	added	Centrifuge	_attachments/10_Applications/Banked-Tracks-and-Centrifuges--wiki-tabletop-centrifuge.jpg,_attachments/10_Applications/Banked-Tracks-and-Centrifuges--wiki-19thcentrifuge.jpg,_attachments/10_Applications/Banked-Tracks-and-Centrifuges--wiki-20g-centrifuge.jpg		2026-05-20
10_Applications/Bridge-and-Beam-Loading.md	added	Beam (structure)	_attachments/10_Applications/Bridge-and-Beam-Loading--wiki-ahmaskoski-road-bridge.jpg,_attachments/10_Applications/Bridge-and-Beam-Loading--wiki-beamdiagram.svg,_attachments/10_Applications/Bridge-and-Beam-Loading--wiki-parallam-support-beam.jpg		2026-05-20
10_Applications/CT-Scanning.md	added	CT scan	_attachments/10_Applications/CT-Scanning--wiki-drawing-of-ct-fan-beam-left-and-patient-.gif,_attachments/10_Applications/CT-Scanning--wiki-12-06-11-rechtsmedizin-berlin-07.jpg,_attachments/10_Applications/CT-Scanning--wiki-axial-plane-ct-scan-of-the-thorax-illust.jpg		2026-05-20
10_Applications/Capacitor-Timing-Circuits.md	added	Capacitor	_attachments/10_Applications/Capacitor-Timing-Circuits--wiki-capacitors-7189597135.jpg,_attachments/10_Applications/Capacitor-Timing-Circuits--wiki-24-million-watt-high-speed-flash-through.jpg,_attachments/10_Applications/Capacitor-Timing-Circuits--wiki-axial-electrolytic-capacitors.jpg		2026-05-20
10_Applications/Car-Safety.md	added	Automotive safety	_attachments/10_Applications/Car-Safety--wiki-iihs-crash-test-dummy-in-hyundai-tucson.jpg,_attachments/10_Applications/Car-Safety--wiki-1994-motor-vehicle-traffic-deaths-in-roa.svg,_attachments/10_Applications/Car-Safety--wiki-ferrari-f430-dash-at-2006-chicago-auto-s.jpg		2026-05-20
10_Applications/Carbon-Dating.md	added	Radiocarbon dating	_attachments/10_Applications/Carbon-Dating--wiki-the-temple-scroll-11q20-google-art-proje.jpg,_attachments/10_Applications/Carbon-Dating--wiki-1-mv-accelerator-mass-spectrometer.jpg,_attachments/10_Applications/Carbon-Dating--wiki-accelerator-mass-spectrometer-schematic-.svg		2026-05-20
10_Applications/Data-Logging.md	added	Data logger	_attachments/10_Applications/Data-Logging--wiki-datalogger.jpg,_attachments/10_Applications/Data-Logging--wiki-data-logger-application-for-weather-stat.jpg		2026-05-20
10_Applications/Levers.md	added	Lever	_attachments/10_Applications/Levers--wiki-palanca-ejemplo.jpg,_attachments/10_Applications/Levers--wiki-archimedes-lever-small.jpg,_attachments/10_Applications/Levers--wiki-lever-psf.png		2026-05-20
10_Applications/Logic-Gates.md	added	Logic gate	_attachments/10_Applications/Logic-Gates--wiki-four-bit-adder-with-carry-lookahead.svg,_attachments/10_Applications/Logic-Gates--wiki-cmos-inverter.svg,_attachments/10_Applications/Logic-Gates--wiki-four-bit-adder-with-carry-lookahead.svg		2026-05-20
10_Applications/Medical-Imaging.md	added	Medical imaging	_attachments/10_Applications/Medical-Imaging--wiki-ct-scan-general-illustration.jpg,_attachments/10_Applications/Medical-Imaging--wiki-a-nuclear-medicine-machine-is-used-for-m.jpg,_attachments/10_Applications/Medical-Imaging--wiki-a-nuclear-medicine-machine-is-used-for-m.jpg		2026-05-20
10_Applications/Numerical-Modelling.md	added	Numerical weather prediction	_attachments/10_Applications/Numerical-Modelling--wiki-atmosphericmodelschematic.png,_attachments/10_Applications/Numerical-Modelling--wiki-gfs-850-mb.png,_attachments/10_Applications/Numerical-Modelling--wiki-goldenmedows.jpg		2026-05-20
10_Applications/Optical-Fibres.md	added	Optical fiber	_attachments/10_Applications/Optical-Fibres--wiki-fibreoptic.jpg,_attachments/10_Applications/Optical-Fibres--wiki-angular-dependence-of-rayleigh-scatterin.jpg,_attachments/10_Applications/Optical-Fibres--wiki-dshaped1.png		2026-05-20
10_Applications/PET-Scanning.md	added	Positron emission tomography	_attachments/10_Applications/PET-Scanning--wiki-positron-emission-tomography.png,_attachments/10_Applications/PET-Scanning--wiki-ecat-exact-hr-pet-scanner.jpg,_attachments/10_Applications/PET-Scanning--wiki-pet-mips-anim.gif		2026-05-20
10_Applications/Particle-Accelerators.md	added	Particle accelerator	_attachments/10_Applications/Particle-Accelerators--wiki-fermilab.jpg,_attachments/10_Applications/Particle-Accelerators--wiki-2mv-accelerator-mjc01.jpg,_attachments/10_Applications/Particle-Accelerators--wiki-berkeley-60-inch-cyclotron.jpg		2026-05-20
10_Applications/Potential-Divider-Sensors.md	added	Voltage divider	_attachments/10_Applications/Potential-Divider-Sensors--wiki-highvoltagedividerprobe.jpg		2026-05-20
10_Applications/Projectile-Motion.md	added	Projectile motion	_attachments/10_Applications/Projectile-Motion--wiki-parabolicwatertrajectory.jpg,_attachments/10_Applications/Projectile-Motion--wiki-ballistic-trajectories-planet2.svg,_attachments/10_Applications/Projectile-Motion--wiki-ballistic-trajectories.svg		2026-05-20
10_Applications/Satellites-and-Geostationary-Orbits.md	added	Geostationary orbit	_attachments/10_Applications/Satellites-and-Geostationary-Orbits--wiki-geostationaryjava3d.gif,_attachments/10_Applications/Satellites-and-Geostationary-Orbits--wiki-animation-of-echostar-xvii-trajectory.gif,_attachments/10_Applications/Satellites-and-Geostationary-Orbits--wiki-animation-of-echostar-xvii-trajectory-eq.gif		2026-05-20
10_Applications/Sensors.md	added	Sensor	_attachments/10_Applications/Sensors--wiki-light-sensor.png,_attachments/10_Applications/Sensors--wiki-infrared-transceiver-circuit.jpg,_attachments/10_Applications/Sensors--wiki-lidar-scanner-and-back-camera-of-ipad-pr.jpg		2026-05-20
10_Applications/Signal-Processing.md	added	Signal processing	_attachments/10_Applications/Signal-Processing--wiki-cosine-series-plus-noise.png,_attachments/10_Applications/Signal-Processing--wiki-cosine-series-plus-noise.png,_attachments/10_Applications/Signal-Processing--wiki-cosine-series-plus-noise-tfm.png		2026-05-20
10_Applications/Simulation.md	added	Simulation	_attachments/10_Applications/Simulation--wiki-3diteams-percuss-chest.jpg,_attachments/10_Applications/Simulation--wiki-car-racing-simulator-sbr-racing-construm.jpg,_attachments/10_Applications/Simulation--wiki-christer-fuglesang-underwater-eva-simula.jpg		2026-05-20
10_Applications/Stars-and-Cosmology.md	added	Astrophysics	_attachments/10_Applications/Stars-and-Cosmology--wiki-niedot362.jpg,_attachments/10_Applications/Stars-and-Cosmology--wiki-crab-nebula.jpg,_attachments/10_Applications/Stars-and-Cosmology--wiki-earth-moon.jpg		2026-05-20
10_Applications/Terminal-Velocity-in-Skydiving.md	added	Terminal Velocity (film)	_attachments/10_Applications/Terminal-Velocity-in-Skydiving--wiki-terminalvelocity.jpg		2026-05-20
10_Applications/The-DC-Motor.md	added	DC motor	_attachments/10_Applications/The-DC-Motor--wiki-electric-motor-cycle-2.png,_attachments/10_Applications/The-DC-Motor--wiki-ejs-open-source-direct-current-electrica.gif,_attachments/10_Applications/The-DC-Motor--wiki-electric-motor-cycle-2.png		2026-05-20
10_Applications/Transformers.md	added	Transformers	_attachments/10_Applications/Transformers--wiki-aviacionavion.png,_attachments/10_Applications/Transformers--wiki-blue-ipod-nano.jpg,_attachments/10_Applications/Transformers--wiki-caribou-from-wagon-trails.jpg		2026-05-20
10_Applications/Ultrasound-Imaging.md	added	Medical ultrasound	_attachments/10_Applications/Ultrasound-Imaging--wiki-sonographer-doing-pediatric-echocardiogr.jpg,_attachments/10_Applications/Ultrasound-Imaging--wiki-a-medical-ultrasound-linear-array-probe-.jpg,_attachments/10_Applications/Ultrasound-Imaging--wiki-a-modern-medical-ultrasound-scanner.jpg		2026-05-20
